p_val	avg_log2FC	pct.1	pct.2	p_val_adj
MGC108823	1.76425121353339e-05	-0.35416396911673	0.356	0.024	0.0352850242706677
Gpatch4	1.79565535458899e-05	-0.051168888650689	0.412	0.031	0.0359131070917798
Paox	1.87262810444312e-05	0.0978811872953723	0.412	0.024	0.0374525620888625
Nrxn2	1.89152759181891e-05	-0.368837853092526	0.486	0.124	0.0378305518363782
AABR07016578.3	1.92511356634987e-05	-0.0852938140356819	0.394	0.003	0.0385022713269974
Mxi1	1.95350533532637e-05	0.0723711373167648	0.384	0.021	0.0390701067065275
Runx1	1.9849289287289e-05	0.058677012346824	0.407	0.017	0.039698578574578
Fiz1	1.98807033592303e-05	0.00354098085836127	0.347	0.003	0.0397614067184607
Taf2	1.99312338587348e-05	-0.237059122004779	0.417	0.038	0.0398624677174695
Ets2	1.99312338587348e-05	-0.28309475163297	0.417	0.038	0.0398624677174695
Fabp3	2.00004479010345e-05	0.0979059898930102	0.417	0.028	0.0400008958020689
Hba-a2	2.26955641379851e-05	-0.258981276426356	0.431	0.059	0.0453911282759702
Fbln2	2.76877625366192e-05	-0.0553405979651352	0.343	0.01	0.0553755250732383
Slc39a8	3.06325443811235e-05	0.000108485516061687	0.296	0	0.061265088762247
Ccl3	3.08383154413551e-05	-9.58613555533042e-05	0.259	0	0.0616766308827101
Icam1	3.11299226456322e-05	-0.0308028178953382	0.37	0.01	0.0622598452912644
Vps52	3.24999864088248e-05	0.0236273215952113	0.389	0	0.0649999728176497
Zfp24	3.3027354975691e-05	0.155620566978781	0.412	0.024	0.066054709951382
Ly6e	3.34965179823077e-05	0.0204909206550763	0.542	0.169	0.0669930359646154
Slc18a2	3.39974677127493e-05	0.130829850397582	0.366	0	0.0679949354254986
Isl1	3.83601323549057e-05	0.072575157144838	0.269	0.09	0.0767202647098114
Cdh5	4.7830199173437e-05	0.00571781602713722	0.384	0.003	0.095660398346874
Fxyd1	4.94948481713659e-05	-0.160661188105887	0.426	0.059	0.0989896963427319
Slain1	5.18806276249473e-05	0.138969133486553	0.394	0.007	0.103761255249895
Nampt	5.25362809844028e-05	-0.0489384511951897	0.398	0.014	0.105072561968806
Ets1	5.2557240035704e-05	-0.0269901537143334	0.389	0.003	0.105114480071408
Txndc16	5.2557240035704e-05	-0.0536994247400166	0.389	0.003	0.105114480071408
Rims1	5.25646377134688e-05	0.229383963947017	0.444	0.066	0.105129275426938
Ddah1	6.51615869222054e-05	-0.226995596028708	0.273	0.11	0.130323173844411
Ccdc136	8.10081541169751e-05	-0.0817018839301384	0.551	0.21	0.16201630823395
Ppp1r42	8.29321969139759e-05	0.0353689731065007	0.389	0.007	0.165864393827952
Slc16a13	8.3480839318098e-05	-0.0587561050591751	0.389	0.007	0.166961678636196
Trmt13	8.44023190443716e-05	-0.00147618816984546	0.403	0.021	0.168804638088743
Lyz2	8.45830987973186e-05	-0.0200415749810784	0.347	0.017	0.169166197594637
Ywhah	8.83731719683769e-05	-0.435359004276623	0.796	0.797	0.176746343936754
Serpine2	8.98162763483343e-05	0.00185903009640816	0.366	0.007	0.179632552696669
Tubb5	9.61668581267538e-05	-0.396024909884528	0.833	0.786	0.192333716253508
LOC108351137	0.000106975451694901	-0.338591867764762	0.884	0.903	0.213950903389803
Brwd3	0.0001177449134684	0.0683515620501811	0.259	0	0.2354898269368
Jazf1	0.000128367600235895	-0.152613655290604	0.394	0.017	0.25673520047179
Xk	0.000130314299862584	0.0075467871951745	0.389	0.01	0.260628599725168
Adam11	0.000136456643596396	-0.00798393510894211	0.384	0.003	0.272913287192792
Otc	0.000138484788411931	0.154077501080034	0.389	0.007	0.276969576823863
Ndc80	0.00014046905236538	-0.0440563362411191	0.333	0.003	0.28093810473076
Dusp6	0.000145500884342044	0.142550803562002	0.384	0	0.291001768684089
Dgkh	0.0001538855129192	0.297362388610216	0.509	0.152	0.3077710258384
Phlda1	0.000157321284968703	0.108996009719761	0.412	0.045	0.314642569937405
Galnt3	0.000157905198035833	0.040326295549356	0.361	0	0.315810396071666
Cdca8	0.000163162020555863	0.120541803126249	0.37	0.007	0.326324041111726
Pxdc1	0.000163526317179524	0.00576042711748959	0.25	0	0.327052634359048
Ifi27	0.000163635612823548	0.475787345666666	0.958	0.817	0.327271225647097
Calm1	0.000173003215514925	0.202785481086102	1	0.993	0.34600643102985
Tmem45b	0.000178472532177717	-0.021662854285279	0.421	0.052	0.356945064355433
Ntrk2	0.000188250096930761	-0.0172816991096606	0.398	0.028	0.376500193861522
Uck2	0.000197882005284414	-0.210621611327013	0.403	0.031	0.395764010568829
Fos	0.000201997255403674	0.107645176350724	0.481	0.145	0.403994510807348
Acsl4	0.000214869769561479	-0.481622692486987	0.421	0.062	0.429739539122958
Kcnk2	0.000219521288272274	-0.154111275427496	0.449	0.09	0.439042576544549
Itsn1	0.000222946983392346	0.177911987752957	0.384	0.003	0.445893966784691
Ak5	0.000223642203421046	0.130076056737857	0.384	0.003	0.447284406842092
Spp1	0.000234527910957287	-0.241255839863283	0.259	0.072	0.469055821914574
P2rx3	0.000251768096911248	-0.0858292417340401	0.444	0.093	0.503536193822495
Eif2ak2	0.000271969221445478	-0.0987667175461233	0.25	0.041	0.543938442890955
Cst3	0.000272026071914198	-0.406621889958698	0.838	0.831	0.544052143828395
C1qtnf1	0.000272959186194919	-0.0154833742584702	0.412	0.048	0.545918372389838
Pdlim2	0.000300114644040263	-0.189488972167569	0.259	0.052	0.600229288080527
Scn3b	0.000304592540287009	-0.14950669706402	0.407	0.038	0.609185080574018
Mtmr2	0.000308541571294417	-0.0856266419374631	0.389	0.017	0.617083142588834
Slc7a14	0.000314623463353642	-0.362576096169697	0.426	0.069	0.629246926707284
Tjp1	0.000320910707467558	0.070032519618588	0.389	0.014	0.641821414935115
Dnmt1	0.000324809004258518	-0.0866665769212509	0.389	0.014	0.649618008517036
Hmmr	0.000328111000326178	0.146674218104099	0.398	0.021	0.656222000652357
Tfpi2	0.000334963422569395	0.0569989472522733	0.38	0.003	0.669926845138791
LOC691995	0.000335051215545919	-0.18557317548252	0.5	0.155	0.670102431091839
Spc24	0.000335984281626942	0.0655715905187964	0.38	0.003	0.671968563253884
Atp1b1	0.000337568997870527	-0.916122064003709	0.481	0.448	0.675137995741055
Mt3	0.000338992815535086	-0.262327794238484	0.949	0.962	0.677985631070173
Hoxd10	0.000379880238234711	-0.014141923197121	0.306	0.003	0.759760476469421
Ano4	0.00038092429006673	0.169983755020158	0.375	0.017	0.761848580133459
Cdh2	0.000405247983714063	0.322570821499002	0.523	0.179	0.810495967428126
Masp1	0.000410698024349964	0.00159334592607441	0.403	0.038	0.821396048699928
Nptxr	0.000411514108736256	0.135524051914453	0.417	0.048	0.823028217472513
Tpm1	0.000425136044786012	0.352968192188461	0.569	0.224	0.850272089572023
L3mbtl3	0.000426111388980498	0.0133704703460528	0.287	0.003	0.852222777960996
Slc7a6os	0.000445057596610571	-0.0546376078714593	0.477	0.131	0.890115193221141
Csrp1	0.000446383322121249	0.0625943682868905	0.389	0.021	0.892766644242498
Arhgap15	0.000454177663457194	0.0164856260382819	0.407	0.038	0.908355326914388
Crem	0.000463633737972859	-0.0799829367199323	0.255	0.052	0.927267475945718
Parp9	0.000472887449089163	-0.166271660958523	0.255	0.045	0.945774898178325
Ap1s2	0.00047609730906234	-0.448601139087661	0.639	0.307	0.95219461812468
Arhgef18	0.000478093939203062	-0.157910804562228	0.38	0.01	0.956187878406124
Ecm1	0.00050054328526875	0.041812443182688	0.38	0.007	1
Cd74	0.000505043082218797	0.0243611203326081	0.25	0.003	1
Hoxc8	0.000506494160010499	-0.062738638819318	0.38	0.007	1
Tmem233	0.000532095349905444	-0.000965710504370221	0.278	0.066	1
RGD1560028	0.000538041297484067	0.0258323550356171	0.38	0.003	1
Ccnd1	0.000549908365067795	0.108749898167548	0.25	0	1
Olfm1	0.000568720775243311	0.10712518175588	0.583	0.255	1
Spock2	0.000578227270961584	0.128985576972342	0.25	0.031	1
Cd55	0.00065224915042455	0.619867283257301	0.63	0.31	1
Stx1a	0.000656987599825979	-0.143387439817765	0.394	0.031	1
Stk32c	0.000684201060306815	0.118318753480584	0.389	0.021	1
Acads	0.000686157426948755	-0.0723983875921715	0.389	0.024	1
Ppfibp2	0.00068755569682992	-0.0822822448947437	0.273	0.076	1
Rhoj	0.000728321843862498	-0.0582442673217977	0.347	0.01	1
S100b	0.000736587651730186	-0.816722558171606	0.519	0.469	1
Mid1ip1	0.000797183386043056	-0.260071693518896	0.537	0.21	1
Socs2	0.000846769223358966	-0.0656053492479803	0.25	0.024	1
ENSRNOG00000030871	0.000863206677761021	-1.96485786070974	0.611	0.283	1
Pold4	0.000888865879649897	0.575291049195076	0.435	0.066	1
Etv1	0.000889914632362954	0.19350705246403	0.269	0.052	1
Ebi3	0.000892956483029808	-0.0186614037589557	0.356	0.007	1
Myo1b	0.00094556129468651	-0.0921415624654042	0.394	0.034	1
Celsr2	0.000990898059262043	-0.164251615896435	0.338	0.01	1
Cdkn1a	0.000993061277928749	-0.339915915681653	0.421	0.076	1
Pcp4	0.000998894178798263	-0.444356331249193	0.412	0.059	1
Glrx	0.0010117898198455	-0.0330915385810625	0.264	0.052	1
Ndrg1	0.00105311880866772	-0.0980372296731387	0.384	0.021	1
Tmem130	0.00105662174753427	-0.480072302034689	0.769	0.69	1
RT1-CE10	0.00106430741853404	-0.102146213754081	0.435	0.093	1
Peg3	0.00109222190477005	-0.251208617715085	0.648	0.324	1
Drgx	0.00109841982022197	0.153836453124361	0.519	0.176	1
Hsp90b1	0.00113074378723773	0.110715470618842	0.681	0.359	1
Creld2	0.00113793882482992	0.0930879501425274	0.384	0.014	1
Rbl2	0.00115386947363085	0.0119094943059411	0.375	0.007	1
Pafah1b3	0.00118579759868687	-0.1907077171647	0.329	0.159	1
Glul	0.00119166512604044	0.0452907478788814	0.259	0.038	1
Hspb1	0.00120317017279585	-0.582811151590703	0.722	0.669	1
Dgat1	0.00120490301822892	0.0933051082949612	0.38	0.007	1
Egr1	0.00124757846922437	-0.0241784391794078	0.398	0.045	1
Fgl2	0.0012735706957983	0.00444496122772353	0.403	0.048	1
Susd6	0.00129225995876315	-0.256630590509125	0.519	0.2	1
Snorc	0.00133371671592713	0.466894591783566	0.407	0.038	1
Gadd45b	0.00133736638021531	-0.203244903851746	0.273	0.076	1
Sfrp5	0.00138256933643016	-0.0462136215542766	0.366	0.014	1
Slc39a10	0.0013833471150946	0.0131913962159024	0.403	0.041	1
Cby3	0.00138787058120742	-0.044792295365275	0.352	0.003	1
Nrsn1	0.0014986370150635	-0.3583321715822	0.523	0.2	1
AABR07068127.1	0.00150838400687222	-0.122484038696476	0.384	0.024	1
Limd2	0.00154803015668457	-0.0655850610967379	0.426	0.079	1
Mok	0.00163484919049463	0.0672281313914595	0.384	0.017	1
Taf1b	0.00165574725164356	-0.00907487702204979	0.375	0.01	1
Ctnnal1	0.00175212026156138	0.0391684032367594	0.375	0.007	1
Jag1	0.00176154404141068	0.0513612415509034	0.37	0.003	1
Dync1i2	0.00183427049739666	-0.322220909104837	0.87	0.876	1
Slc9a3r2	0.00184213049722783	0.0951312247871207	0.407	0.048	1
Palmd	0.00188641037158649	0.0933728974757512	0.449	0.11	1
Mxd4	0.00194200393597822	-0.204144481346936	0.407	0.059	1
Ckmt1	0.00197528908695492	-0.191123374759979	0.421	0.072	1
Cxxc5	0.00227981913529013	0.0107596595539072	0.255	0.021	1
Lrrtm2	0.00235950930314074	-0.1414912406049	0.25	0.014	1
RGD1566099	0.00240755766899805	0.0334105839143582	0.264	0.028	1
S100a11	0.00250110429293311	-0.295278555934022	0.824	0.897	1
Ftl1	0.00262984516307	-0.354960679314028	0.597	0.272	1
Rcan1	0.00265872462414312	-0.216982033807413	0.412	0.069	1
Trib1	0.00266989069643218	0.0680347799780339	0.37	0.003	1
Kcnq5	0.00270900771556998	-0.024182429030836	0.407	0.055	1
Cdkl1	0.00271439393005181	-0.245130155808801	0.269	0.052	1
Sec14l1	0.00273124051620119	-0.1530458721704	0.403	0.052	1
Nmt2	0.0028360327220574	-0.338973631693084	0.398	0.052	1
Dusp1	0.00297106241904692	0.227177079575298	0.255	0.017	1
Tmem47	0.00303037980798859	0.209859811608649	0.264	0.024	1
Top1	0.00309850299785087	-0.0789154794398865	0.301	0.117	1
Tmem229b	0.00312613384811464	0.133649627034382	0.384	0.024	1
Zfp36l1	0.00314268999653169	0.0329022827296763	0.38	0.024	1
Fstl1	0.00331852951925757	-0.280137850907904	0.838	0.859	1
Rbfox3	0.00334565569751158	-0.306713676079696	0.361	0.221	1
Hes1	0.00352124081321012	-0.066628804999274	0.278	0.076	1
Arhgef7	0.00357054832436873	0.00707268189489405	0.296	0.003	1
Eif4ebp3	0.00359053755939288	0.00421714662822437	0.417	0.066	1
Cwc22	0.00364698129373165	-0.0794626816411901	0.25	0.007	1
Bambi	0.00366548808406045	0.0856006685946451	0.25	0.007	1
Map1b	0.00371981491689527	-0.304313291981798	0.907	0.903	1
Rhob	0.00381805084438066	-0.0593229681555754	0.269	0.041	1
Snap25	0.00384589704097385	-0.345303861078745	0.759	0.683	1
Pnma8b	0.00391341435450534	-0.353227397532606	0.407	0.066	1
Ccdc34	0.00404155161260745	-0.0139090162504267	0.389	0.034	1
Ulk2	0.00419975459004346	0.127752994949188	0.259	0.017	1
Aak1	0.00445731406237089	-0.0188387904179282	0.384	0.028	1
Il6	0.00448333008983103	-0.0425132072712613	0.352	0.007	1
Rasl11a	0.00454038707807486	0.180946760337343	0.25	0.003	1
Lmo4	0.00456360164500324	-0.102953776979397	0.375	0.021	1
Rab6b	0.00458733620064239	-0.355454503116216	0.755	0.697	1
Phgdh	0.00459730897218572	-0.0563140609549274	0.375	0.021	1
Arid5b	0.00479593230011823	0.0509315548108287	0.403	0.059	1
Myc	0.00481760747129524	0.12739251106549	0.259	0.021	1
Elf1	0.00485782308605003	-0.0235462819310885	0.37	0.014	1
Naa60	0.00490277689226297	0.115295723836965	0.366	0.01	1
Rab37	0.00490567969901227	-0.0292716488470256	0.255	0.014	1
Apold1	0.0050337151635538	0.00229249691959014	0.356	0.003	1
Ncdn	0.00504376200096003	-0.69277560479819	0.569	0.483	1
Ppp1r14a	0.00513261082538772	0.0900600157528122	0.37	0.01	1
Pnma8a	0.00521956007005295	-0.0357491613165593	0.366	0.007	1
AC134224.3	0.00542872962713238	-0.342869243833481	0.861	0.866	1
LOC100912195	0.00550124909002085	-0.700024655983949	0.644	0.541	1
ENSRNOG00000032605	0.00558453254817149	-1.1630157445292	0.602	0.297	1
Serpinb1a	0.00568723535489192	-0.193539361173094	0.611	0.314	1
Scd2	0.00595649579966831	-0.590370576561538	0.657	0.566	1
Rnf125	0.00622427536112366	0.357582784517128	0.403	0.052	1
AY172581.9	0.00645562851623116	-0.385066917764662	0.889	0.931	1
Gpr22	0.00660106529168232	0.0122924747783607	0.37	0.017	1
Tes	0.00660404014259778	0.135908184886998	0.315	0.114	1
Tdh	0.00664821351445917	-0.000749806761017616	0.37	0.017	1
Nap1l5	0.00673569633164304	-0.0796396534120052	0.676	0.379	1
Ramp2	0.00683062859861706	-0.274777304315299	0.375	0.228	1
Hspa5	0.00689470765768841	0.137146150864392	0.657	0.352	1
Hist2h2aa2	0.00697033219678105	-0.231045940289948	0.412	0.076	1
Nr1d1	0.00711982970269092	0.0500767190686778	0.259	0.014	1
Tipinl1	0.0071403407658069	-0.0543436402714985	0.366	0.01	1
Scrt1	0.0071403407658069	-0.121864224542717	0.366	0.01	1
RGD1359508	0.00719034527051403	0.0130685864467614	0.361	0.007	1
Ramp3	0.00719787292685172	-0.605042121599313	0.486	0.176	1
Gal	0.00726185676151785	-0.739958903149044	0.444	0.124	1
Snca	0.0072793892337223	-0.393429342668573	0.5	0.21	1
Rbbp6	0.00772477341233032	-0.409460535165018	0.343	0.172	1
Stmn1	0.00800632378125405	-0.388824897453124	0.745	0.672	1
Sbsn	0.00855968536628752	0.237938734283578	0.329	0	1
Prph	0.00875256505100478	-0.217540438040925	0.907	0.903	1
Klf6	0.00920506016724493	0.094677368284555	0.426	0.097	1
Bcr	0.00956863769019277	0.0205146307575274	0.259	0.014	1
Nppa	0.00956863769019277	-0.101244828920473	0.259	0.014	1
Hebp2	0.00960692193156815	-0.0619998854682715	0.481	0.176	1
Unc13c	0.00961914038982105	-0.254222977383155	0.273	0.041	1
Ccne2	0.00963454292379368	-0.111795962433111	0.366	0.014	1
Polr3f	0.00965660109374215	-0.0687432927074602	0.366	0.014	1
Adcy3	0.0096695720083851	-0.0431380859111578	0.269	0.031	1
Grik1	0.00986403254312416	-0.22562043918177	0.394	0.059	1
Basp1	0.00999689949359351	-0.550065954865811	0.694	0.583	1
Flrt3	0.0101345833130164	-0.0148863446818766	0.264	0.024	1
Sac3d1	0.0102437267667198	0.0435760878395783	0.361	0.007	1
Ddit3	0.0102897694774146	0.535824788284479	0.468	0.141	1
Plcl2	0.0103141275576028	-0.0445676930934325	0.361	0.007	1
Ppp1r1a	0.0105146429886882	-0.0940913874634162	0.394	0.048	1
Chd1	0.01058506389802	-0.00142945368473951	0.384	0.038	1
Dlat	0.01058506389802	-0.314515203239854	0.273	0.045	1
Tfpi	0.0109901347727856	-0.164828803011946	0.273	0.045	1
Nusap1	0.0111126775915162	7.74792254042503e-05	0.255	0	1
Fcgbp	0.0111126775915162	0.0176780245193024	0.255	0	1
RGD1311251	0.0111126775915162	0.0263937926551012	0.255	0	1
Neurl4	0.0111126775915162	0.0353411054552074	0.356	0	1
Ahsp	0.0111126775915162	-0.000416733009682923	0.255	0	1
Ifi27l2b	0.0111204815535781	-0.4106849216902	0.81	0.734	1
Acpp	0.0115086106315042	-0.242633599799733	0.417	0.083	1
Ubc	0.0115140557359737	0.159807346379182	0.606	0.338	1
Tiparp	0.0116998128832915	0.226505576842215	0.375	0.024	1
Rhoc	0.011856204808252	0.167522148515231	0.292	0.069	1
Ptprn	0.0123525998139509	-0.0746125307652368	0.463	0.152	1
LOC498122	0.0126076108030347	0.00842571249052365	0.264	0.021	1
Xaf1	0.0137559651069639	-0.0865052005171033	0.361	0.01	1
Rtn1	0.0138352825311854	-0.267350128567692	0.903	0.886	1
Id2	0.014230636210134	0.111788063758808	0.412	0.079	1
Slc25a4	0.0144604513459246	-0.164523515295663	0.949	0.979	1
Pianp	0.0144819725244395	0.152876633399859	0.269	0.024	1
Hmox1	0.0147973236960206	-0.110592511429291	0.375	0.034	1
Nrn1	0.0148696379414881	0.0283702892323761	0.546	0.252	1
Rdm1	0.0153135886221397	0.0843574493037408	0.361	0.003	1
Usp1	0.0156861619737873	-0.0142788486794191	0.264	0.01	1
Bad	0.0162119822784022	0.208445131222433	0.287	0.052	1
Panx3	0.0167198113136105	-0.0352646204800097	0.255	0.003	1
Nrp1	0.0167206293484216	-0.0442731658391002	0.366	0.021	1
Cmpk2	0.0167473582642488	-0.0483412352340179	0.269	0.021	1
Rasef	0.0173198150768339	-0.102956840292663	0.259	0.003	1
Sat1	0.0178551103911755	-0.0976155013182796	0.296	0.076	1
RGD1564664	0.018363849509697	-0.389915753992895	0.352	0.172	1
Marcks	0.0185322465672677	-0.594511741946604	0.44	0.131	1
Ldb2	0.0186471076615783	0.00950314999428326	0.699	0.4	1
Trpv1	0.0189302321196396	-0.18593421050837	0.602	0.321	1
Arid3a	0.0193943848777803	-0.0104811682053278	0.356	0.007	1
Lef1	0.0194355122504231	-0.084211117202048	0.356	0.007	1
Trappc3l	0.0195814856821487	-0.0934798159196071	0.278	0.045	1
Mboat4	0.0204672127686592	0.0587171192474474	0.356	0.003	1
Susd2	0.020564016110841	0.150065700649081	0.532	0.234	1
Fcer1g	0.0209841900778815	0.0217859159128386	0.259	0	1
Spc25	0.0209841900778815	-0.00295206212823426	0.259	0	1
Casr	0.021110488122292	-0.229345582961507	0.375	0.034	1
Ugt1a7c	0.0214374125901966	0.149514819387319	0.37	0.024	1
Fxyd7	0.0215698257004041	0.015989188632255	0.546	0.248	1
Fam188a	0.021696492424989	-0.126254898893297	0.528	0.238	1
Tubb3	0.0217208414369838	-0.146995131886532	0.912	0.876	1
Samhd1	0.0231318160315852	-0.013240264180245	0.259	0.003	1
Btg1	0.0231743130091584	0.0346907147867909	0.269	0.021	1
Myo5a	0.0234263455332638	-0.0672245978894113	0.671	0.376	1
AABR07073134.1	0.0239279551605774	0.078992611936031	0.264	0.003	1
Mgst3	0.024336837814571	-0.319848911838167	0.519	0.21	1
Map2	0.0249154871378998	-0.453364861510305	0.407	0.272	1
Patj	0.0249324181572427	0.03013995656745	0.356	0.01	1
Dek	0.0252313037206539	0.000370445248781048	0.296	0.072	1
Mt1	0.0255832555406654	0.0266002656915881	0.37	0.034	1
Exoc1l	0.026014833801571	0.0401167394215357	0.273	0.024	1
Slc16a2	0.0261716006562073	0.0081587344124785	0.25	0	1
Btc	0.0262125725970477	-0.0506776603543515	0.264	0.007	1
Haus8	0.0268616892327572	-0.158455181952881	0.269	0.017	1
Tdo2	0.0269700802935551	0.403931982098495	0.361	0.007	1
Nrarp	0.0272195114906869	0.0295038090623078	0.352	0.003	1
Bpgm	0.0274978053007916	0.202862282176319	0.301	0.069	1
Kif5a	0.0276476875250989	-0.06772860425195	0.727	0.434	1
Dag1	0.0280286724370318	-0.0910414267605007	0.333	0.014	1
Tob1	0.0281311708643651	0.0564998349058418	0.269	0.017	1
Ppp2r2b	0.0288656085911754	0.169875185622216	0.593	0.314	1
Pip5k1b	0.0292579723671754	-0.564164985150256	0.292	0.062	1
LOC102552182	0.0295080488831715	-0.187999969471973	0.315	0.086	1
Ptn	0.0304555299135577	-0.542155299715115	0.523	0.417	1
Arl13b	0.0305866906801322	-0.123165871346449	0.361	0.021	1
Calml4	0.0306478514528771	-0.219833306986881	0.333	0.141	1
AC131360.1	0.0315237908087848	-0.0292911147443448	0.264	0.003	1
Perp	0.0324423523216452	-0.082407775582179	0.356	0.014	1
Tpx2	0.0325709400155525	0.170487282939101	0.361	0.014	1
Marveld2	0.0326990584232168	0.0234820933869452	0.333	0.003	1
Csrnp1	0.0335771607040887	0.00647372410957096	0.329	0	1
Bag3	0.0335856220559451	-0.304403462840059	0.296	0.066	1
Ndufa4	0.0337559819405011	-0.171412512521406	0.838	0.817	1
Elmsan1	0.0348741274863507	-0.0902784473018632	0.352	0.007	1
Brd3	0.0349424145440667	0.0271084403375933	0.352	0.007	1
Fam89a	0.035562639538137	-0.655096089965041	0.366	0.193	1
Pmp2	0.0364702320497952	0.0163337794154949	0.347	0.021	1
Shprh	0.0365543261519738	0.107717785745894	0.273	0.017	1
Klf13	0.0367355100320376	-0.00814251568859337	0.412	0.093	1
Cep57l1	0.0371009824450101	0.18427632850904	0.37	0.028	1
Cebpd	0.0373559043297538	-0.236262727791968	0.287	0.048	1
Rnf168	0.0373750438435955	0.0318592259881816	0.366	0.028	1
Thy1	0.0375311756596061	0.152803472166105	0.606	0.321	1
Tubb2a	0.0377609665387012	-0.399915042533199	0.759	0.634	1
Ccdc146	0.0377644602929398	0.00104990489788989	0.264	0	1
Fjx1	0.0377644602929398	0.0257769397625049	0.264	0	1
Syt3	0.0377644602929398	0.0289122747917579	0.347	0	1
Mrap	0.0383316950847605	0.0294762560230968	0.319	0.007	1
Fibin	0.0388548892036871	-0.173929150161779	0.384	0.059	1
Cnmd	0.0388773736026532	-0.134726200991673	0.361	0.024	1
Atp2b4	0.0391277557964623	0.190708665681458	0.407	0.072	1
Hsph1	0.0393374638496624	-0.141339675222038	0.542	0.259	1
RGD1312005	0.039789042684769	-0.614427805104674	0.449	0.148	1
Scg2	0.0399554340326674	0.349836079418006	0.792	0.583	1
Bcat1	0.04113743243603	-0.635752133397927	0.523	0.4	1
Cnn3	0.0444947928191976	-0.0974521168983826	0.306	0.072	1
Cib2	0.0447102102181402	-0.0528704087302452	0.588	0.321	1
Nrde2	0.0451140331050181	-0.199708868819596	0.37	0.038	1
Klf3	0.0452646791654861	0.064009697350402	0.356	0.01	1
LOC108348108	0.0453855119252166	0.00765365142347946	0.282	0.034	1
S100a3	0.0463023200736738	0.0354514611700421	0.269	0.007	1
Fam181b	0.0465981257894166	0.0184800054933092	0.287	0	1
Fosb	0.0474412181304254	-0.107838628870611	0.278	0.028	1
Ralgps2	0.0478969379302741	-0.254071167900764	0.537	0.255	1
Fermt2	0.0484923744702412	-0.0233563943164324	0.398	0.083	1
Leprot	0.0486942237311937	-0.19427854773289	0.444	0.138	1
Uap1	0.0487097125011247	-0.0912769353169541	0.264	0.01	1
Adcyap1	0.0500706436412224	0.121409868466925	0.764	0.493	1
LOC102548682	0.0503856801475572	0.168819338329281	0.347	0	1
LOC103694872	0.050881109432757	0.120271739691158	0.616	0.352	1
RGD1563056	0.0516799941020038	0.00105241010281044	0.259	0	1
Fth1	0.0517068239746343	-0.161581584844441	0.954	0.969	1
Ick	0.0523967519486842	-0.192359238471594	0.356	0.021	1
Ap1g2	0.0541584791072784	-0.0109443528185569	0.273	0.003	1
Nktr	0.0541724324859527	-0.232029233722277	0.375	0.048	1
Ezr	0.0545799558334265	0.288326716929942	0.282	0.021	1
Filip1	0.0546796890550324	-0.321155940480031	0.287	0.045	1
Sst	0.0550792543023763	-0.0546657103352781	0.366	0.038	1
Mef2c	0.0556656716723297	-0.0479477772284845	0.273	0.014	1
Rcan2	0.055867400761294	-0.0346163116896998	0.273	0.014	1
Sp110	0.0560038427430817	-0.496247266939453	0.431	0.128	1
Iapp	0.056644651639765	-0.0199345637333524	0.259	0.007	1
Ndn	0.0583780966236838	-0.32497962097451	0.634	0.538	1
Sncb	0.0586401499748836	0.283208004410096	0.412	0.086	1
Chrm2	0.0590170613572972	-0.12141036484835	0.366	0.034	1
Tuba1a	0.05989218030911	-0.118991681356452	0.995	1	1
Selenom	0.0612537643318514	-0.492864264615776	0.523	0.383	1
Ngfr	0.0613080313665733	-0.0568262014647396	0.477	0.193	1
Mturn	0.0621816067496018	-0.168028061525831	0.315	0.09	1
LOC103690028	0.0640602322690173	-0.101763859993787	0.296	0.048	1
Rarres1	0.0643152228304605	-0.510635817353298	0.417	0.252	1
Dbndd2	0.0643883970291838	-0.219885395671759	0.551	0.276	1
Anxa1	0.0643887682390833	0.171040483497096	0.296	0.052	1
Hdac1	0.0647099936786951	-0.196622865753015	0.292	0.052	1
Ppp1r1c	0.0648545576171083	-0.34622182814776	0.722	0.607	1
Tmie	0.0656986956136829	-0.0386987367277396	0.273	0.01	1
Ada	0.0659523778612661	-0.136148544453466	0.287	0.041	1
Lonrf2	0.066441435258384	-0.167308251172913	0.37	0.048	1
Atf3	0.0674222365632134	0.0951595241890668	0.44	0.152	1
Rbfox1	0.0677431945641671	-0.273330529343324	0.394	0.221	1
Hist1h1e	0.0686938897937393	-0.0593810565175601	0.347	0.128	1
Jmjd1c	0.0703287158822975	-0.310192851949795	0.296	0.055	1
Cryab	0.0708690923711926	-0.401920503310685	0.306	0.079	1
Mdm2	0.0713190769845138	0.163241378346348	0.287	0.021	1
Pcbd1	0.0728347057961552	-0.0133715843161801	0.597	0.328	1
Arntl	0.0735837971459301	-0.0196896145928063	0.324	0.003	1
Meis1	0.0739447480585668	0.0258328330020478	0.315	0	1
Dbi	0.0751581564838376	-0.618343973437212	0.523	0.386	1
Gstm1	0.075178398798378	0.00865934964656856	0.449	0.148	1
Ctps1	0.0767078355918108	-0.227678424221739	0.292	0.048	1
Dclre1a	0.0772354577784179	-0.0430702664063129	0.273	0.007	1
Prdm8	0.0799384026508084	0.0490654572092987	0.343	0.003	1
Rit2	0.0802006244365411	-0.127277313708337	0.56	0.3	1
Fgf12	0.0810981899419783	-0.127700836645312	0.319	0.093	1
Sgo2	0.0816591692114775	0.000415403075965067	0.282	0	1
