id	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Tmem100	0.2004932	0.001416471	0.389	0.373	1
Ddit4l2	0.200939492	0.525601942	0.551	0.651	1
Col6a5	0.202072252	-0.134775875	0.412	0.349	1
Rtn1	0.20252816	-0.104244807	0.903	0.976	1
Ptprn	0.204183639	0.067930012	0.463	0.59	1
Alkal2	0.204568591	-0.131857774	0.301	0.301	1
Nmb	0.205115506	0.244325643	0.356	0.494	1
B3gnt2	0.206088815	0.010226348	0.5	0.446	1
Sbspon	0.206194816	0.004845427	0.472	0.337	1
Pcnx1	0.207094164	-0.046917928	0.477	0.482	1
Gmfg	0.207905142	-0.072918402	0.505	0.602	1
Glrx	0.207986524	0.026117623	0.264	0.205	1
Atp6v1g2	0.208126374	0.062006564	0.421	0.373	1
Plk2	0.208490889	0.052567633	0.343	0.301	1
Tmem138	0.209434293	0.045107663	0.412	0.542	1
Uck2	0.213405007	-0.021586547	0.403	0.398	1
Osgin1	0.213416881	-0.05086832	0.426	0.265	1
C1s	0.216166106	-0.004365378	0.458	0.265	1
Mturn	0.216940024	-0.049572798	0.315	0.313	1
Cpne6	0.21856187	0.103526177	0.333	0.434	1
Ak5	0.219135565	0.12965642	0.384	0.446	1
Pkib	0.220377716	-0.174398326	0.352	0.422	1
Cdkn3	0.221983084	0.034005991	0.338	0.398	1
Ampd3	0.223636642	0.184770486	0.412	0.386	1
Clcn5	0.223850541	-0.058564925	0.509	0.518	1
Abca8a	0.224085412	-0.134376725	0.324	0.289	1
AY172581.18	0.22431172	0.09204042	0.352	0.446	1
Stap2	0.225422207	-0.184013721	0.528	0.458	1
4-Sep	0.225517668	-0.119796127	0.435	0.578	1
Sh3bgrl3	0.226030669	0.251991176	0.981	1	1
LOC100910200	0.226060126	-0.162570998	0.532	0.675	1
Afdn	0.227260749	-0.030735414	0.514	0.47	1
Cd3eap	0.227308854	-0.106608351	0.454	0.59	1
Epb41l3	0.228457854	-0.094664088	0.644	0.783	1
Nov	0.228724866	0.0176373	0.486	0.458	1
Fdx1	0.230903015	0.058165174	0.343	0.313	1
Ifih1	0.233272035	0.073746321	0.523	0.494	1
Hopx	0.234275922	-0.249872842	0.352	0.325	1
Dync1i2	0.237204346	-0.088384067	0.87	0.988	1
Crabp2	0.23743148	0.141603209	0.449	0.458	1
Prrg2	0.238022232	-0.089397248	0.44	0.398	1
Bcl9l	0.239544496	-0.00171073	0.491	0.325	1
Ccdc173	0.239614339	-0.146710189	0.458	0.506	1
Slfn5	0.240127191	-0.047898487	0.384	0.253	1
Cdc42bpg	0.241127354	0.106609896	0.602	0.627	1
Mid1ip1	0.241190952	-0.217540199	0.537	0.446	1
Sac3d1	0.243261265	-0.028487812	0.361	0.337	1
Prpf8	0.243570858	0.097114615	0.458	0.41	1
Lyz2	0.243816296	-0.225592284	0.347	0.265	1
MGC105649	0.244835136	0.09925528	0.292	0.241	1
Wdr17	0.248727504	-0.023167819	0.505	0.518	1
Pcna	0.251034198	-0.0969619	0.338	0.458	1
Cebpd	0.251736262	0.206365515	0.287	0.41	1
Rspo2	0.251748571	-0.056966798	0.37	0.361	1
Plvap	0.252474713	0.020845383	0.481	0.325	1
L1cam	0.254192868	-0.155654118	0.366	0.373	1
Mpz	0.254901008	0.220522283	0.333	0.289	1
Thy1	0.256354518	0.397648015	0.606	0.747	1
Krba1	0.256473772	0.007821113	0.546	0.446	1
Xdh	0.25746781	-0.147228287	0.495	0.41	1
Cmpk2	0.258134783	0.036941844	0.269	0.337	1
Pex26	0.258453912	0.180521258	0.352	0.325	1
Cyp51	0.258823261	0.096341156	0.685	0.831	1
Scg2	0.259360989	0.112295238	0.792	0.904	1
Timp3	0.259728427	-0.009925226	0.333	0.265	1
Acot7	0.262061986	0.557849633	0.745	0.807	1
Txndc16	0.262981659	-0.015677224	0.389	0.47	1
Tmie	0.263291132	-0.119585353	0.273	0.217	1
Brd3	0.264947044	-0.035891491	0.352	0.337	1
Reg3a	0.26527559	-0.053988913	0.454	0.398	1
Ptpn2	0.265285266	0.126571461	0.546	0.506	1
Slit2	0.266534801	0.00404103	0.491	0.373	1
Rims1	0.273340674	0.216303288	0.444	0.53	1
Fkbp1b	0.274826363	0.25476229	0.912	1	1
Igfbp2	0.274925631	0.054492646	0.208	0.289	1
Myc	0.280508443	0.094282438	0.259	0.398	1
Col14a1	0.280692656	0.049698792	0.523	0.434	1
Ndst3	0.282397029	-0.004921214	0.486	0.349	1
Best1	0.282499915	0.263521606	0.574	0.675	1
Twf1	0.284604772	-0.147842101	0.338	0.434	1
Mtmr4	0.284733826	0.037908396	0.301	0.289	1
Cavin3	0.286541283	-0.084149111	0.352	0.446	1
Stmn3	0.287100089	0.276958983	0.903	0.976	1
Rbp4	0.287302875	0.213185024	0.37	0.458	1
Tuba1a	0.288564697	0.055298865	0.995	1	1
RF00030	0.289161695	0.005108526	0.343	0.181	1
Snap25	0.289605966	0.073284872	0.759	0.94	1
Cst3	0.290559527	0.025268354	0.838	0.976	1
Dmd	0.292095373	0.034177764	0.477	0.47	1
Map3k8	0.295895546	0.00977785	0.292	0.277	1
Tes	0.29606374	0.305414297	0.315	0.289	1
Psmb9	0.296463162	0.028726193	0.486	0.494	1
S100a13	0.297204051	0.249361489	0.384	0.542	1
Tyrp1	0.297358005	-0.079202807	0.514	0.602	1
Tlk1	0.29846924	-0.093175511	0.472	0.422	1
Ttc9b	0.299081331	0.489466324	0.579	0.566	1
Tmem164	0.299910467	-0.077194952	0.523	0.482	1
Gda	0.301037007	-0.153764331	0.519	0.554	1
Scd2	0.301059242	0.093276335	0.657	0.795	1
S100a9	0.303124969	0.014413775	0.449	0.41	1
Spp1	0.30314781	0.090590371	0.259	0.325	1
Vim	0.303661969	-0.154229637	0.505	0.602	1
Parp9	0.303856906	0.067362377	0.255	0.325	1
Acads	0.307837692	-0.040063281	0.389	0.482	1
Tmbim1	0.30817999	0.111878939	0.44	0.422	1
Fabp3	0.309483159	0.175706823	0.417	0.53	1
Reep1	0.312404429	0.18400238	0.625	0.723	1
Cdh1	0.314076629	0.020478323	0.486	0.542	1
Cox15	0.317057351	-0.029131862	0.495	0.482	1
Steap3	0.318288318	0.083023085	0.505	0.542	1
Chga	0.318621589	0.025862072	0.5	0.494	1
Mboat2	0.320356485	-0.017645388	0.361	0.337	1
Ifi47	0.320787528	0.015482284	0.421	0.313	1
Hsp90b1	0.325136461	0.200713443	0.681	0.831	1
Thbd	0.326810331	-0.019843942	0.495	0.506	1
Pcbd1	0.328646379	0.292228021	0.597	0.554	1
Cd302	0.33047135	0.143194814	0.505	0.41	1
Syn2	0.332840214	-0.083908434	0.528	0.602	1
Cx3cl1	0.333712641	5.09E-05	0.44	0.41	1
Lin7b	0.334700871	0.069227691	0.384	0.361	1
Top1	0.335088535	-0.171991369	0.301	0.325	1
Fbn1	0.335723122	-0.024043002	0.468	0.373	1
Gatb	0.336246131	-0.003933358	0.491	0.349	1
Lcn2	0.336982703	0.054204058	0.398	0.434	1
Ets2	0.337727906	-0.245806508	0.417	0.434	1
Eef1a2	0.337821819	0.123729638	0.528	0.614	1
Prph	0.338638265	-0.01312137	0.907	1	1
Zfp444	0.341350146	-0.017944308	0.204	0.337	1
Masp1	0.341437175	-0.060729054	0.403	0.446	1
LOC680045	0.341907683	-0.002703712	0.477	0.337	1
Trpm8	0.342374952	-0.047362545	0.458	0.494	1
Tra2b	0.343260384	-0.061913161	0.477	0.59	1
Naa60	0.344537771	0.210414117	0.366	0.301	1
Pnma8b	0.346779479	-0.072823922	0.407	0.386	1
Ccne2	0.349187464	-0.003912258	0.366	0.337	1
Lgals1	0.350870217	0.217580832	0.917	0.976	1
Lrrk1	0.352304792	-0.034932809	0.296	0.277	1
Pold4	0.354476412	0.448437599	0.435	0.41	1
Apoe	0.355177773	-0.250429039	0.625	0.687	1
RGD1560028	0.355428653	0.026036674	0.38	0.386	1
Nfkbia	0.357685214	-0.735876177	0.319	0.398	1
Leprot	0.358733985	-0.023543953	0.444	0.446	1
Trib3	0.359545352	0.012184924	0.338	0.337	1
Csrp1	0.360231927	-0.134183855	0.389	0.47	1
Tpm2	0.362163982	0.035171909	0.449	0.47	1
Ccl2	0.363055679	-0.293131448	0.569	0.663	1
RT1-CE10	0.365650938	-0.132316385	0.435	0.434	1
Fastkd1	0.365813814	0.013048235	0.565	0.59	1
Pcdh9	0.365886987	0.132025093	0.454	0.482	1
Ncdn	0.366644878	0.153419251	0.569	0.687	1
Kcnk2	0.368601625	-0.400101278	0.449	0.434	1
Lmo2	0.368879493	0.054064104	0.463	0.398	1
Polr3g	0.375458408	-0.352516469	0.551	0.578	1
Egr1	0.377892613	-0.095328525	0.398	0.506	1
Mt2A	0.380906684	-0.350869686	0.31	0.41	1
Mgst3	0.381115345	-0.102781483	0.519	0.614	1
Sparc	0.382684225	0.172894715	0.454	0.554	1
Ercc6	0.383825671	0.149851358	0.546	0.518	1
Ldb2	0.384172251	0.148644259	0.699	0.699	1
Ramp2	0.385046503	0.048834294	0.375	0.434	1
Bend6	0.38531927	0.033939558	0.407	0.361	1
Tdo2	0.386736696	-0.152685376	0.361	0.349	1
Gyg1	0.38675783	-0.195422575	0.38	0.482	1
Ftl1	0.387157068	0.393848982	0.597	0.723	1
Cxxc5	0.387372631	0.002397628	0.255	0.229	1
Cnn3	0.387593628	0.167176206	0.306	0.301	1
Emcn	0.395196143	0.013122633	0.574	0.542	1
Upf3b	0.396109434	0.175756481	0.366	0.386	1
Rit2	0.400595638	0.162456127	0.56	0.675	1
Cyyr1	0.401222301	0.004536629	0.519	0.506	1
Asic3	0.403751588	0.009254853	0.366	0.446	1
Ccdc28b	0.405375907	0.24908777	0.44	0.422	1
Slitrk2	0.405443399	0.064257158	0.519	0.47	1
Tpm1	0.406631367	0.270820168	0.569	0.663	1
Pstpip1	0.408029523	0.012978055	0.407	0.373	1
Caly	0.40957255	-0.000631338	0.394	0.506	1
Alox5ap	0.416033115	-0.006071018	0.495	0.422	1
Dda1	0.419377888	0.071365413	0.565	0.675	1
Plpp3	0.419796134	0.036874126	0.5	0.494	1
AY172581.2	0.421514244	-0.075817925	0.352	0.398	1
Rarres1	0.422707816	0.299322689	0.417	0.434	1
Plscr1	0.423145903	-0.004142532	0.454	0.361	1
Dnajb4	0.4242934	-0.137940018	0.366	0.482	1
Tesc	0.425669864	0.046033555	0.477	0.494	1
Tbc1d30	0.425669864	-0.041135617	0.56	0.627	1
Ddit4	0.426385881	-0.178386139	0.319	0.386	1
Misp3	0.427101667	-0.035269053	0.426	0.41	1
AY172581.9	0.427132609	-0.138212004	0.889	1	1
Ifitm1	0.428695971	-0.092584948	0.597	0.614	1
LOC498122	0.429007129	0.157921352	0.264	0.253	1
Paox	0.429007129	0.257933144	0.412	0.482	1
Zhx3	0.429241956	0.032342281	0.319	0.289	1
Cbfb	0.429942198	-0.02958037	0.204	0.277	1
Snca	0.431437953	0.127164244	0.5	0.53	1
Smagp	0.433272918	-0.007396386	0.444	0.349	1
Mt-nd5	0.434570269	-0.015777409	0.792	0.952	1
Angptl4	0.434852533	0.014800803	0.546	0.482	1
Zfp503	0.435674205	-0.037424595	0.407	0.386	1
Galnt14	0.436190755	0.062281991	0.505	0.566	1
Wdr20	0.436960144	0.347535229	0.569	0.53	1
Spc24	0.439154579	0.003621521	0.38	0.349	1
Fbxo30	0.439383706	-0.052783508	0.421	0.398	1
Lix1	0.440970895	0.079200854	0.523	0.518	1
Tmsb4x	0.442184223	0.06796144	0.991	1	1
Ahi1	0.444119477	-0.319403644	0.329	0.325	1
Vat1l	0.446523119	-0.098675954	0.389	0.47	1
LOC103689961	0.447370359	0.182686505	0.75	0.952	1
Eng	0.447708976	-0.001315258	0.514	0.47	1
Haus8	0.449197399	0.010387265	0.269	0.229	1
Plcxd3	0.449969122	-0.022211946	0.579	0.518	1
AABR07071661.1	0.452604964	-0.151591678	0.204	0.313	1
Tcf4	0.455323901	0.011744629	0.477	0.482	1
Tspan8	0.455685844	0.126866248	0.782	0.892	1
Kctd1	0.456611771	-0.130800676	0.412	0.458	1
Amigo2	0.456907207	-0.203062628	0.537	0.554	1
Dlgap5	0.457986846	0.028083103	0.407	0.325	1
Fam89a	0.460626931	-0.115813558	0.366	0.337	1
Bad	0.463919489	0.025693111	0.287	0.337	1
Trpv1	0.466788369	0.131608564	0.602	0.651	1
Fgf13	0.467840015	0.144915586	0.801	0.94	1
Rnf38	0.468391402	-0.0788617	0.542	0.446	1
Rsad2	0.468979542	-0.015162774	0.463	0.386	1
Gnas	0.470120099	-0.043005052	0.917	1	1
Eif4ebp1	0.472149739	-0.13916963	0.514	0.602	1
Asic1	0.474684642	-0.152255965	0.333	0.349	1
Clmp	0.474883559	-0.475565797	0.477	0.542	1
Selenom	0.475212904	0.18212159	0.523	0.614	1
Gulp1	0.475972437	-0.003982241	0.426	0.265	1
Cmip	0.476877111	-0.227596554	0.505	0.518	1
Ifi27l2b	0.478281147	0.153937737	0.81	0.904	1
Ppp1r1a	0.480952164	-0.373690134	0.394	0.398	1
Pcnt	0.482797688	-0.013686336	0.495	0.41	1
Uchl1	0.484485696	0.189842237	0.935	0.976	1
Reep5	0.492433069	-0.06118879	0.907	1	1
Slc29a1	0.496763417	0.030251894	0.458	0.566	1
Sys1	0.499034022	0.229374285	0.449	0.47	1
Ndufa4	0.499737675	0.119060194	0.838	0.964	1
Lxn	0.502176034	0.176426589	0.796	0.904	1
Tubb3	0.50618047	0.172518185	0.912	0.976	1
Ptgds	0.507193645	-0.114692212	0.551	0.566	1
Fbxo42	0.507500042	0.005133784	0.458	0.458	1
Gng3	0.507522258	0.195225615	0.884	0.976	1
RF00006	0.507990949	0.128938874	0.319	0.253	1
Patj	0.508482105	-0.166866872	0.356	0.313	1
Gap43	0.510664727	-0.074889375	0.833	0.952	1
Chd5	0.51071853	-0.213304498	0.588	0.699	1
Map3k10	0.510844216	-0.000541144	0.542	0.458	1
Cdh5	0.516119186	-0.010140879	0.384	0.386	1
Fstl1	0.519349836	-0.038086489	0.838	0.976	1
Tubb5	0.520834304	0.149211009	0.833	0.976	1
Ntrk1	0.522426221	0.047186195	0.491	0.59	1
Baz2b	0.526465712	0.005762222	0.56	0.602	1
Ulk2	0.52862241	0.236341902	0.259	0.181	1
Anxa5	0.528897719	0.189545767	0.894	0.988	1
Timp1	0.530732546	-0.462219405	0.366	0.458	1
Usp1	0.53164318	0.062288635	0.264	0.133	1
ENSRNOG00000025889	0.533998737	0.188142165	0.588	0.675	1
Ncam2	0.534008209	-0.169521013	0.556	0.651	1
Basp1	0.546027774	0.318900444	0.694	0.735	1
Sorcs2	0.547015746	-0.005383246	0.509	0.458	1
Fxyd7	0.550613759	-0.057743805	0.546	0.651	1
Gbp5	0.551063953	0.018813626	0.472	0.349	1
Nrxn2	0.554773485	-0.191442996	0.486	0.506	1
Taf1b	0.557511568	0.05706877	0.375	0.325	1
Trmt13	0.557587225	0.118115531	0.403	0.506	1
Fgf1	0.557935635	0.190445957	0.565	0.59	1
Emp1	0.561405316	0.147368667	0.338	0.373	1
Slc7a14	0.562480078	-0.271797736	0.426	0.434	1
Ccdc68	0.571779936	-0.020523789	0.519	0.578	1
Fth1	0.573850723	0.100937795	0.954	1	1
Map7d2	0.577327648	0.122625245	0.801	0.94	1
Samd9	0.579198681	-0.138053569	0.556	0.542	1
Atp1b1	0.579461635	-0.259259829	0.481	0.53	1
Pde1a	0.584234296	-0.340063114	0.56	0.675	1
P2rx3	0.592469961	0.293740581	0.444	0.518	1
Rab3a	0.596049409	0.188428068	0.671	0.783	1
Cxcl1	0.596990429	-0.131472096	0.537	0.651	1
Polk	0.598375945	0.046767199	0.398	0.41	1
Nfe2l2	0.600463633	0.076437171	0.347	0.434	1
Fam188a	0.60079488	-0.269609137	0.528	0.554	1
Rgs2	0.601280475	-0.133228052	0.306	0.349	1
Cpe	0.60273272	0.050530515	0.449	0.422	1
Dlg2	0.604496818	0.000879555	0.509	0.47	1
Mdm2	0.60520183	0.231467907	0.287	0.337	1
Fgf12	0.605777542	-0.073921003	0.319	0.373	1
Igfbp4	0.610142852	-0.102245204	0.481	0.41	1
Dleu7	0.611217648	0.028203482	0.519	0.506	1
Rbfox1	0.613601348	-0.121530431	0.394	0.518	1
Vopp1	0.613979844	-0.22071446	0.352	0.386	1
Gabrg2	0.614122438	0.036430188	0.343	0.422	1
Prdm8	0.616858395	0.032864484	0.343	0.325	1
Ppp2r3a	0.617590948	0.290363532	0.37	0.41	1
Fam76a	0.618477523	0.071777034	0.315	0.313	1
Top2a	0.618822067	-0.013783265	0.486	0.373	1
Mxd4	0.6194411	-0.132687962	0.407	0.494	1
Myl9	0.620233408	0.051112095	0.356	0.229	1
Samd15	0.620345943	-0.346866537	0.449	0.494	1
Kcnmb2	0.622245032	0.260974634	0.588	0.602	1
Chgb	0.623641371	0.085731299	0.472	0.458	1
Grxcr2	0.623832473	-0.07368031	0.514	0.554	1
Myo1b	0.624675258	0.013844435	0.394	0.458	1
Ypel3	0.626021929	0.248684542	0.653	0.735	1
Incenp	0.627337587	0.159701504	0.44	0.518	1
Meis1	0.628939114	0.027640285	0.315	0.265	1
Pdp2	0.630105157	-0.05626313	0.292	0.289	1
Gadd45g	0.630779564	-1.32570598	0.403	0.482	1
Tuba4a	0.634768527	0.575349236	0.597	0.651	1
Cd63	0.635523618	0.037056156	0.509	0.578	1
Cartpt	0.635555114	0.088388907	0.477	0.614	1
Nrn1	0.636084407	0.040333381	0.546	0.614	1
Rxfp1	0.6383433	-0.100692691	0.417	0.361	1
Ptprz1	0.63945094	-0.006876653	0.426	0.41	1
Ly6e	0.639711743	0.3587618	0.542	0.578	1
Hist2h2aa2	0.639951366	-0.156707031	0.412	0.446	1
Slc7a6os	0.644524886	-0.294292104	0.477	0.482	1
Hsph1	0.64746756	0.103484316	0.542	0.53	1
H3f3b	0.65310864	-0.219344403	0.546	0.639	1
Resp18	0.654382641	0.262388856	0.718	0.867	1
Egfl8	0.656769689	0.047710668	0.551	0.627	1
Btg2	0.657518497	-0.477691107	0.38	0.47	1
Cdh15	0.658432054	0.043445876	0.417	0.422	1
Hoxc8	0.661532888	0.024420494	0.38	0.398	1
Litaf	0.663757778	-0.101642551	0.556	0.542	1
S100a11	0.665651667	-0.006169689	0.824	0.964	1
Rsph9	0.66598164	0.074426665	0.431	0.277	1
Eef2k	0.668216445	-0.256268185	0.505	0.434	1
Jmjd1c	0.673468537	0.093288276	0.296	0.325	1
Tubb6	0.675364131	0.00260074	0.509	0.554	1
Myo10	0.67952424	0.004711404	0.366	0.265	1
Lgi4	0.683913301	0.038659996	0.449	0.386	1
Dgkz	0.697531086	-0.381510438	0.463	0.482	1
Cpne5	0.698819226	-0.258116704	0.44	0.494	1
Apoc1	0.701595298	-0.024444137	0.481	0.458	1
Igtp	0.704104139	0.083181151	0.398	0.422	1
Pi16	0.707013344	0.208021133	0.343	0.181	1
Epas1	0.707864218	0.016932101	0.523	0.422	1
Stmn2	0.710499651	0.017085854	0.995	1	1
Tmem47	0.712274822	-0.033883607	0.264	0.301	1
Pcdh19	0.713280064	-0.069497995	0.44	0.349	1
Scn1a	0.714569556	0.066245941	0.403	0.422	1
Mlf1	0.715719638	0.046962449	0.338	0.373	1
Frmd6	0.716823184	-0.128875757	0.556	0.651	1
Nfil3	0.717006787	-0.236736354	0.481	0.578	1
AABR07054716.1	0.717246542	0.127037089	0.463	0.518	1
Bcr	0.718578061	-0.114901172	0.259	0.289	1
Tmem130	0.719788277	0.190947451	0.769	0.867	1
Atf3	0.720454816	-0.881180687	0.44	0.542	1
Pard3b	0.721371631	-0.018578296	0.343	0.289	1
Dusp6	0.721828465	0.003468062	0.384	0.422	1
Acy3	0.723361627	0.028037391	0.481	0.506	1
Tppp3	0.723620998	0.233456776	0.81	0.952	1
Gsta1	0.723744778	0.065468838	0.421	0.446	1
Adamts1	0.724894508	0.077098113	0.412	0.422	1
Pip5k1b	0.725235659	-0.281491016	0.292	0.301	1
Lrfn3	0.729336274	0.021493224	0.463	0.337	1
ENSRNOG00000030871	0.729499614	-0.004217054	0.611	0.675	1
Nktr	0.732928595	-0.065657097	0.375	0.422	1
Ank2	0.733244987	0.282996754	0.694	0.735	1
Tceanc2	0.733678891	-0.222952077	0.486	0.566	1
Slc16a2	0.735985492	-0.119631044	0.25	0.325	1
Cav2	0.736218433	0.014352426	0.481	0.398	1
Rgs10	0.73647944	0.105290373	0.569	0.59	1
LOC100912564	0.73739596	0.066246734	0.421	0.398	1
Sspn	0.738739007	0.069740664	0.324	0.325	1
Hes1	0.740428303	0.032453561	0.278	0.325	1
Btg1	0.750481883	-0.245999903	0.269	0.277	1
Ppp3ca	0.751750734	0.065388673	0.56	0.639	1
Kif5a	0.752228618	0.281747536	0.727	0.771	1
Rassf4	0.753010443	0.146470748	0.435	0.494	1
Alg8	0.754278768	0.075916621	0.528	0.53	1
Mgst1	0.757330185	-0.176035697	0.315	0.337	1
Klc1	0.759349841	0.1633076	0.87	0.988	1
Mdfic	0.76396781	0.022915951	0.472	0.434	1
Isg15	0.765673106	0.064697477	0.542	0.663	1
Ecscr	0.766171018	-0.075414122	0.435	0.422	1
Lamp5	0.766868108	-0.405719584	0.597	0.542	1
Cpq	0.767271707	0.247435531	0.37	0.458	1
Mphosph9	0.767328984	0.011934697	0.287	0.157	1
Nefl	0.776526965	0.299232585	0.745	0.928	1
Npy1r	0.777777808	-0.027829455	0.653	0.687	1
Gria2	0.779017953	-0.147921489	0.333	0.398	1
Lmo4	0.779745008	0.016827341	0.375	0.458	1
Igfbp7	0.781944178	0.277945153	0.366	0.398	1
Aldoc	0.782244537	-0.205702447	0.398	0.458	1
Tspo	0.783121957	-0.020146152	0.338	0.313	1
Rarres2	0.783148997	-0.066085967	0.296	0.301	1
Rnf144a	0.789143536	-0.018918121	0.356	0.422	1
Hspb1	0.789581245	-0.002979485	0.722	0.843	1
Msmo1	0.789890893	-0.201203732	0.435	0.446	1
Slc1a1	0.797398281	0.076220529	0.426	0.373	1
Cdo1	0.798254288	0.053386626	0.301	0.217	1
Nanos3	0.798423182	0.088184852	0.588	0.554	1
Ccdc172	0.798619628	-0.00264321	0.454	0.47	1
Zcchc12	0.799029365	0.020837533	0.463	0.53	1
Calm1	0.802436436	-0.002280415	1	1	1
Ppp1r42	0.805591288	0.0697393	0.389	0.446	1
Gnao1	0.809570598	0.21814114	0.713	0.747	1
Ivns1abp	0.812727458	0.608993634	0.398	0.458	1
Prdx6	0.812749681	-0.150624754	0.449	0.53	1
Syngr3	0.812751837	0.167525963	0.514	0.59	1
Erf	0.814209425	-0.013438726	0.361	0.241	1
Tysnd1	0.817084799	0.04528308	0.468	0.506	1
Sfrp5	0.818650856	-0.14901078	0.366	0.349	1
AABR07052486.1	0.82109431	-0.190020261	0.542	0.446	1
Abcb1b	0.822027519	-0.041303567	0.435	0.482	1
Ppm1f	0.82278445	-0.002790835	0.463	0.337	1
Irf1	0.824159848	-0.034989559	0.491	0.566	1
Map1a	0.824888228	0.297504222	0.731	0.831	1
Dsel	0.826696254	-0.05492625	0.329	0.361	1
Gprasp1	0.8279427	-0.125474016	0.532	0.639	1
Hoxb4	0.833184909	-0.133825671	0.593	0.651	1
Sox5	0.838509239	0.04510635	0.505	0.494	1
Scd	0.842812565	-0.043068539	0.319	0.337	1
Itm2a	0.84302261	0.130427681	0.546	0.602	1
Fabp7	0.845450758	0.076391641	0.44	0.386	1
Stc1	0.846191192	0.022594507	0.449	0.41	1
Eprs	0.846271873	0.464160471	0.486	0.518	1
Akap12	0.848915266	0.30026541	0.894	0.964	1
Ppp1r14a	0.850907909	0.124428463	0.37	0.446	1
Serpinb6a	0.856990171	0.353029074	0.801	0.928	1
Plp1	0.858416002	-0.063908131	0.319	0.398	1
Pou4f3	0.858792861	0.088315918	0.468	0.578	1
Htra1	0.862730234	0.163387702	0.407	0.47	1
Rdh10	0.865349272	0.072436005	0.509	0.506	1
Gadd45b	0.865819387	0.175531428	0.273	0.301	1
Zfp354c	0.86766513	-0.06083047	0.444	0.47	1
Sh3gl3	0.868872816	0.140923178	0.579	0.663	1
Fosb	0.870964326	-0.291180565	0.278	0.277	1
Arid5b	0.873366885	0.014033879	0.403	0.422	1
Sncg	0.880672104	0.127331286	0.981	1	1
Dnaja1	0.8816505	0.19668719	0.778	0.892	1
Zfp52	0.882128958	-0.015723813	0.375	0.217	1
Ccdc136	0.883456963	0.207046538	0.551	0.627	1
Tac1	0.885388119	0.024869878	0.995	1	1
S1pr3	0.888415089	0.014244009	0.542	0.566	1
AABR07053516.1	0.88866976	-0.034127393	0.431	0.289	1
Zfp608	0.889964487	-0.0962672	0.407	0.434	1
Dnajb1	0.890216293	-0.014888592	0.31	0.337	1
Gbp7	0.892204051	-0.229688729	0.546	0.53	1
Art3	0.893339778	-0.081917348	0.282	0.277	1
Rcan1	0.898399028	-0.010373287	0.412	0.434	1
Pmp22	0.89943051	0.432684877	0.81	0.94	1
AABR07036336.1	0.899467702	-0.046959192	0.5	0.446	1
Ralgps2	0.900700294	0.063169243	0.537	0.518	1
L3mbtl3	0.901827819	-0.02999137	0.287	0.169	1
AC128848.1	0.902282474	-0.375553837	0.366	0.398	1
Mapt	0.903365314	0.414206645	0.551	0.578	1
Hpcal4	0.904706017	-0.00449206	0.481	0.386	1
Id2	0.908740281	-0.309555349	0.412	0.482	1
S100a6	0.912127571	-0.019589761	0.727	0.783	1
Gpx1	0.912160455	-0.387838762	0.366	0.386	1
Cdh2	0.912351571	0.561288018	0.523	0.554	1
Igfbp5	0.912756721	-0.005023138	0.435	0.47	1
Rgs1	0.912791549	-0.017541496	0.389	0.253	1
Atp2b4	0.916091691	0.071251211	0.407	0.47	1
Zfhx2	0.916462474	0.151202521	0.509	0.53	1
Ptn	0.920904611	-0.134881581	0.523	0.53	1
Ap1s2	0.922320785	0.093365801	0.639	0.675	1
Chd1	0.924972514	0.165377176	0.384	0.41	1
Cd55	0.931747716	0.28838317	0.63	0.614	1
Spry4	0.931934308	-0.000182817	0.528	0.458	1
Pcp4l1	0.934615572	0.033938684	0.278	0.253	1
AABR07068127.1	0.934708742	-0.220385197	0.384	0.41	1
Nrarp	0.935835048	0.013042281	0.352	0.325	1
Sst	0.937144383	-0.291415472	0.366	0.386	1
Map4k5	0.938606734	0.001039953	0.546	0.542	1
Scn11a	0.938680059	-0.180374928	0.394	0.434	1
RGD1560010	0.943275309	0.104631021	0.458	0.53	1
Dmwd	0.950018307	0.031612117	0.505	0.41	1
Ripk1	0.951650755	-0.198182379	0.417	0.349	1
Mt1	0.954302304	-0.013222921	0.37	0.458	1
Anxa8	0.956586841	0.016945035	0.412	0.361	1
Acot1	0.956821188	-0.02673657	0.481	0.398	1
Abhd4	0.961529397	0.22980765	0.472	0.47	1
Npb	0.962669111	0.002209706	0.426	0.386	1
Spidr	0.963142991	0.167265458	0.407	0.373	1
Gpihbp1	0.963946389	0.023666514	0.356	0.217	1
Etv1	0.967088988	0.303751982	0.269	0.253	1
Ndc80	0.967093083	-0.084850251	0.333	0.241	1
Ctnnal1	0.970576271	0.073604654	0.375	0.337	1
Ppp2r2b	0.970592732	0.122462415	0.593	0.627	1
Serping1	0.97102217	0.154364531	0.463	0.422	1
Peg3	0.971671271	0.019343752	0.648	0.627	1
Ppfibp1	0.971801738	0.179351202	0.528	0.554	1
Necab2	0.972476488	0.088344107	0.556	0.47	1
Scn7a	0.972803602	0.079016132	0.426	0.434	1
RGD1304624	0.973660205	0.009118891	0.477	0.458	1
Rprm	0.973736849	-0.090005922	0.542	0.566	1
AABR07054361.1	0.974940261	-0.036297595	0.579	0.651	1
Ppp1r1c	0.980244683	0.360622144	0.722	0.795	1
Tmsb10	0.980337245	0.066957667	0.986	1	1
